,loss,accuracy,val_loss,val_accuracy
0,0.0,0.3333333432674408,0.0,0.3333333432674408
1,0.0,0.3333333432674408,0.0,0.3333333432674408
2,0.0,0.3333333432674408,0.0,0.3333333432674408
3,0.0,0.3333333432674408,0.0,0.3333333432674408
4,0.0,0.3333333432674408,0.0,0.3333333432674408
5,0.0,0.3333333432674408,0.0,0.3333333432674408
6,0.0,0.3333333432674408,0.0,0.3333333432674408
7,0.0,0.3333333432674408,0.0,0.3333333432674408
8,0.0,0.3333333432674408,0.0,0.3333333432674408
9,0.0,0.3333333432674408,0.0,0.3333333432674408
10,0.0,0.3333333432674408,0.0,0.3333333432674408
11,0.0,0.3333333432674408,0.0,0.3333333432674408
12,0.0,0.3333333432674408,0.0,0.3333333432674408
13,0.0,0.3333333432674408,0.0,0.3333333432674408
14,0.0,0.3333333432674408,0.0,0.3333333432674408
15,0.0,0.3333333432674408,0.0,0.3333333432674408
16,,0.36666667461395264,,0.3333333432674408
17,,0.3333333432674408,,0.3333333432674408
18,,0.3333333432674408,,0.3333333432674408
19,,0.3333333432674408,,0.3333333432674408
20,,0.3333333432674408,,0.3333333432674408
21,,0.3333333432674408,,0.3333333432674408
22,,0.3333333432674408,,0.3333333432674408
23,,0.3333333432674408,,0.3333333432674408
24,,0.3333333432674408,,0.3333333432674408
